team_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass
9810,2014-09-19,63,Balanced,48.0,Normal,42,Mixed,Organised,57,Normal,50,Normal,52,Normal,Organised,43,Medium,46,Press,55,Normal,Cover
9810,2015-09-10,51,Balanced,41.0,Normal,38,Mixed,Organised,47,Normal,58,Normal,40,Normal,Organised,48,Medium,42,Press,55,Normal,Cover
10268,2010-02-22,30,Slow,48.607361963190186,Little,30,Short,Organised,45,Normal,50,Normal,70,Lots,Organised,50,Medium,45,Press,45,Normal,Cover
10268,2011-02-22,43,Balanced,48.607361963190186,Little,39,Mixed,Organised,52,Normal,43,Normal,46,Normal,Organised,40,Medium,39,Press,51,Normal,Cover
10268,2012-02-22,55,Balanced,48.607361963190186,Little,73,Long,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover
10268,2013-09-20,55,Balanced,48.607361963190186,Little,73,Long,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover
10268,2014-09-19,55,Balanced,47.0,Normal,69,Long,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover
10268,2015-09-10,51,Balanced,52.0,Normal,48,Mixed,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover
8534,2010-02-22,30,Slow,48.607361963190186,Little,30,Short,Organised,30,Safe,30,Little,55,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
8534,2011-02-22,50,Balanced,48.607361963190186,Little,35,Mixed,Organised,50,Normal,50,Normal,55,Normal,Organised,45,Medium,45,Press,47,Normal,Offside Trap
8534,2012-02-22,50,Balanced,48.607361963190186,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover
8534,2013-09-20,51,Balanced,48.607361963190186,Little,54,Mixed,Organised,53,Normal,54,Normal,62,Normal,Organised,39,Medium,50,Press,59,Normal,Cover
8534,2014-09-19,63,Balanced,43.0,Normal,39,Mixed,Organised,66,Normal,67,Lots,51,Normal,Organised,53,Medium,57,Press,54,Normal,Cover
8534,2015-09-10,66,Balanced,43.0,Normal,36,Mixed,Organised,59,Normal,64,Normal,63,Normal,Organised,46,Medium,66,Press,48,Normal,Cover
8398,2010-02-22,45,Balanced,48.607361963190186,Little,55,Mixed,Organised,30,Safe,55,Normal,45,Normal,Organised,68,High,70,Double,68,Wide,Cover
8398,2011-02-22,64,Balanced,48.607361963190186,Little,55,Mixed,Organised,71,Risky,38,Normal,52,Normal,Organised,58,Medium,48,Press,40,Normal,Cover
8398,2012-02-22,50,Balanced,48.607361963190186,Little,48,Mixed,Organised,47,Normal,67,Lots,53,Normal,Organised,57,Medium,47,Press,52,Normal,Cover
8398,2013-09-20,50,Balanced,48.607361963190186,Little,48,Mixed,Organised,47,Normal,67,Lots,53,Normal,Organised,57,Medium,47,Press,52,Normal,Cover
8398,2014-09-19,39,Balanced,47.0,Normal,40,Mixed,Organised,52,Normal,67,Lots,56,Normal,Organised,47,Medium,55,Press,52,Normal,Cover
8558,2010-02-22,55,Balanced,48.607361963190186,Little,40,Mixed,Organised,70,Risky,55,Normal,70,Lots,Organised,70,High,50,Press,60,Normal,Cover
8558,2011-02-22,68,Fast,48.607361963190186,Little,55,Mixed,Organised,72,Risky,70,Lots,54,Normal,Organised,51,Medium,58,Press,56,Normal,Cover
8558,2012-02-22,46,Balanced,48.607361963190186,Little,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Organised,37,Medium,40,Press,45,Normal,Cover
8558,2013-09-20,50,Balanced,48.607361963190186,Little,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Free Form,37,Medium,40,Press,45,Normal,Cover
8558,2014-09-19,50,Balanced,52.0,Normal,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Organised,37,Medium,40,Press,45,Normal,Cover
8558,2015-09-10,50,Balanced,52.0,Normal,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Free Form,37,Medium,40,Press,45,Normal,Cover
7842,2013-09-20,66,Balanced,48.607361963190186,Little,52,Mixed,Organised,47,Normal,53,Normal,39,Normal,Free Form,46,Medium,49,Press,55,Normal,Cover
7842,2014-09-19,66,Balanced,56.0,Normal,52,Mixed,Organised,47,Normal,53,Normal,39,Normal,Organised,46,Medium,49,Press,55,Normal,Cover
7842,2015-09-10,59,Balanced,56.0,Normal,52,Mixed,Organised,47,Normal,53,Normal,39,Normal,Organised,46,Medium,49,Press,55,Normal,Cover
6351,2011-02-22,50,Balanced,48.607361963190186,Little,55,Mixed,Organised,50,Normal,55,Normal,55,Normal,Organised,50,Medium,50,Press,55,Normal,Cover
8668,2010-02-22,60,Balanced,48.607361963190186,Little,65,Mixed,Organised,60,Normal,70,Lots,45,Normal,Organised,40,Medium,70,Double,40,Normal,Cover
8668,2011-02-22,60,Balanced,48.607361963190186,Little,50,Mixed,Organised,55,Normal,70,Lots,55,Normal,Organised,55,Medium,65,Press,60,Normal,Cover
8668,2012-02-22,56,Balanced,48.607361963190186,Little,56,Mixed,Organised,48,Normal,57,Normal,56,Normal,Organised,50,Medium,50,Press,60,Normal,Cover
8668,2013-09-20,58,Balanced,48.607361963190186,Little,62,Mixed,Organised,48,Normal,59,Normal,32,Little,Organised,41,Medium,44,Press,59,Normal,Cover
8668,2014-09-19,61,Balanced,34.0,Normal,42,Mixed,Organised,39,Normal,59,Normal,48,Normal,Organised,52,Medium,58,Press,60,Normal,Cover
8668,2015-09-10,43,Balanced,45.0,Normal,40,Mixed,Organised,39,Normal,33,Little,63,Normal,Organised,52,Medium,58,Press,59,Normal,Cover
4087,2011-02-22,35,Balanced,48.607361963190186,Little,65,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,45,Medium,55,Press,65,Normal,Cover
4087,2012-02-22,53,Balanced,48.607361963190186,Little,44,Mixed,Organised,52,Normal,52,Normal,64,Normal,Organised,47,Medium,56,Press,50,Normal,Cover
4087,2013-09-20,53,Balanced,48.607361963190186,Little,44,Mixed,Organised,52,Normal,52,Normal,64,Normal,Organised,47,Medium,56,Press,50,Normal,Cover
4087,2014-09-19,61,Balanced,51.0,Normal,44,Mixed,Organised,52,Normal,61,Normal,48,Normal,Organised,47,Medium,56,Press,50,Normal,Cover
4087,2015-09-10,58,Balanced,35.0,Normal,56,Mixed,Organised,52,Normal,61,Normal,51,Normal,Organised,47,Medium,43,Press,50,Normal,Cover
10218,2011-02-22,73,Fast,48.607361963190186,Little,59,Mixed,Organised,77,Risky,33,Little,52,Normal,Organised,25,Deep,47,Press,33,Narrow,Cover
10218,2012-02-22,47,Balanced,48.607361963190186,Little,52,Mixed,Organised,63,Normal,45,Normal,37,Normal,Organised,23,Deep,30,Contain,32,Narrow,Cover
10218,2015-09-10,53,Balanced,41.0,Normal,69,Long,Organised,48,Normal,45,Normal,43,Normal,Organised,29,Deep,41,Press,36,Normal,Cover
8596,2010-02-22,70,Fast,48.607361963190186,Little,70,Long,Organised,60,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,70,Wide,Cover
8722,2010-02-22,55,Balanced,48.607361963190186,Little,65,Mixed,Organised,65,Normal,40,Normal,60,Normal,Organised,45,Medium,55,Press,70,Wide,Cover
8722,2011-02-22,58,Balanced,48.607361963190186,Little,71,Long,Organised,42,Normal,39,Normal,50,Normal,Organised,40,Medium,40,Press,56,Normal,Cover
8722,2012-02-22,53,Balanced,48.607361963190186,Little,53,Mixed,Organised,57,Normal,44,Normal,57,Normal,Organised,43,Medium,55,Press,67,Wide,Cover
8722,2013-09-20,60,Balanced,48.607361963190186,Little,56,Mixed,Organised,57,Normal,44,Normal,57,Normal,Organised,43,Medium,55,Press,67,Wide,Cover
8722,2014-09-19,59,Balanced,53.0,Normal,57,Mixed,Organised,53,Normal,47,Normal,59,Normal,Organised,57,Medium,46,Press,54,Normal,Cover
8722,2015-09-10,59,Balanced,47.0,Normal,65,Mixed,Organised,57,Normal,36,Normal,71,Lots,Organised,42,Medium,56,Press,51,Normal,Cover
6631,2015-09-10,39,Balanced,33.0,Little,62,Mixed,Organised,62,Normal,66,Normal,48,Normal,Organised,51,Medium,58,Press,55,Normal,Cover
8674,2010-02-22,41,Balanced,48.607361963190186,Little,32,Short,Organised,40,Normal,47,Normal,69,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
8674,2011-02-22,51,Balanced,48.607361963190186,Little,39,Mixed,Organised,48,Normal,67,Lots,62,Normal,Organised,43,Medium,44,Press,49,Normal,Cover
8674,2012-02-22,44,Balanced,48.607361963190186,Little,41,Mixed,Organised,48,Normal,64,Normal,42,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
8674,2013-09-20,44,Balanced,48.607361963190186,Little,44,Mixed,Organised,56,Normal,58,Normal,42,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
8674,2014-09-19,48,Balanced,42.0,Normal,38,Mixed,Organised,57,Normal,59,Normal,45,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
8674,2015-09-10,55,Balanced,32.0,Little,55,Mixed,Organised,57,Normal,59,Normal,54,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
9773,2010-02-22,30,Slow,48.607361963190186,Little,30,Short,Free Form,60,Normal,60,Normal,60,Normal,Free Form,30,Deep,30,Contain,30,Narrow,Offside Trap
9773,2011-02-22,50,Balanced,48.607361963190186,Little,50,Mixed,Organised,50,Normal,65,Normal,65,Normal,Free Form,55,Medium,43,Press,65,Normal,Cover
9773,2012-02-22,52,Balanced,48.607361963190186,Little,53,Mixed,Organised,56,Normal,72,Lots,68,Lots,Organised,61,Medium,49,Press,60,Normal,Cover
9773,2013-09-20,52,Balanced,48.607361963190186,Little,53,Mixed,Organised,56,Normal,72,Lots,68,Lots,Organised,58,Medium,60,Press,57,Normal,Cover
9773,2014-09-19,52,Balanced,50.0,Normal,53,Mixed,Organised,56,Normal,66,Normal,68,Lots,Organised,58,Medium,60,Press,60,Normal,Cover
9773,2015-09-10,70,Fast,50.0,Normal,53,Mixed,Organised,56,Normal,66,Normal,68,Lots,Organised,58,Medium,60,Press,60,Normal,Cover
9908,2010-02-22,45,Balanced,48.607361963190186,Little,45,Mixed,Organised,33,Safe,50,Normal,67,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
9908,2011-02-22,66,Balanced,48.607361963190186,Little,45,Mixed,Organised,41,Normal,69,Lots,72,Lots,Organised,34,Medium,57,Press,34,Normal,Offside Trap
9908,2012-02-22,47,Balanced,48.607361963190186,Little,52,Mixed,Organised,52,Normal,54,Normal,52,Normal,Organised,45,Medium,49,Press,47,Normal,Cover
9908,2013-09-20,47,Balanced,48.607361963190186,Little,52,Mixed,Organised,52,Normal,54,Normal,60,Normal,Organised,45,Medium,49,Press,47,Normal,Cover
9908,2014-09-19,50,Balanced,50.0,Normal,52,Mixed,Organised,55,Normal,49,Normal,52,Normal,Organised,45,Medium,49,Press,47,Normal,Cover
9908,2015-09-10,50,Balanced,39.0,Normal,54,Mixed,Organised,55,Normal,64,Normal,28,Little,Organised,54,Medium,58,Press,47,Normal,Cover
9824,2015-09-10,53,Balanced,32.0,Little,56,Mixed,Organised,38,Normal,53,Normal,46,Normal,Organised,42,Medium,33,Contain,58,Normal,Cover
10243,2010-02-22,45,Balanced,48.607361963190186,Little,60,Mixed,Organised,45,Normal,70,Lots,50,Normal,Organised,50,Medium,55,Press,50,Normal,Offside Trap
10243,2011-02-22,48,Balanced,48.607361963190186,Little,56,Mixed,Organised,49,Normal,61,Normal,55,Normal,Organised,54,Medium,49,Press,60,Normal,Cover
10243,2012-02-22,62,Balanced,48.607361963190186,Little,46,Mixed,Organised,50,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover
10243,2013-09-20,62,Balanced,48.607361963190186,Little,46,Mixed,Organised,50,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover
10243,2014-09-19,62,Balanced,49.0,Normal,46,Mixed,Organised,47,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover
10243,2015-09-10,62,Balanced,49.0,Normal,46,Mixed,Organised,47,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover
10235,2010-02-22,30,Slow,48.607361963190186,Little,30,Short,Organised,44,Normal,41,Normal,46,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
10235,2011-02-22,47,Balanced,48.607361963190186,Little,53,Mixed,Free Form,43,Normal,33,Little,32,Little,Organised,48,Medium,59,Press,53,Normal,Cover
10235,2012-02-22,38,Balanced,48.607361963190186,Little,34,Mixed,Organised,60,Normal,44,Normal,50,Normal,Organised,43,Medium,43,Press,54,Normal,Cover
10235,2013-09-20,44,Balanced,48.607361963190186,Little,44,Mixed,Organised,48,Normal,62,Normal,50,Normal,Organised,43,Medium,43,Press,40,Normal,Cover
10235,2014-09-19,54,Balanced,40.0,Normal,60,Mixed,Organised,48,Normal,67,Lots,50,Normal,Organised,43,Medium,43,Press,40,Normal,Cover
10235,2015-09-10,50,Balanced,33.0,Little,48,Mixed,Organised,48,Normal,67,Lots,31,Little,Organised,43,Medium,46,Press,40,Normal,Cover
8535,2010-02-22,67,Fast,48.607361963190186,Little,30,Short,Free Form,50,Normal,60,Normal,60,Normal,Free Form,45,Medium,30,Contain,60,Normal,Offside Trap
8535,2011-02-22,49,Balanced,48.607361963190186,Little,50,Mixed,Organised,50,Normal,60,Normal,60,Normal,Organised,45,Medium,45,Press,50,Normal,Offside Trap
8535,2012-02-22,45,Balanced,48.607361963190186,Little,50,Mixed,Organised,65,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
8535,2013-09-20,53,Balanced,48.607361963190186,Little,51,Mixed,Organised,64,Normal,51,Normal,53,Normal,Organised,47,Medium,47,Press,51,Normal,Cover
8535,2014-09-19,34,Balanced,54.0,Normal,33,Short,Organised,68,Risky,51,Normal,53,Normal,Organised,58,Medium,59,Press,67,Wide,Cover
8535,2015-09-10,34,Balanced,54.0,Normal,33,Short,Organised,68,Risky,51,Normal,53,Normal,Organised,58,Medium,59,Press,61,Normal,Cover
8194,2010-02-22,65,Balanced,48.607361963190186,Little,35,Mixed,Organised,70,Risky,50,Normal,52,Normal,Free Form,45,Medium,70,Double,54,Normal,Cover
8194,2011-02-22,51,Balanced,48.607361963190186,Little,38,Mixed,Organised,52,Normal,40,Normal,54,Normal,Organised,46,Medium,59,Press,34,Normal,Cover
8194,2012-02-22,67,Fast,48.607361963190186,Little,47,Mixed,Organised,67,Risky,68,Lots,55,Normal,Organised,56,Medium,57,Press,52,Normal,Cover
8194,2013-09-20,41,Balanced,48.607361963190186,Little,69,Long,Organised,55,Normal,68,Lots,52,Normal,Organised,24,Deep,48,Press,45,Normal,Cover
8194,2014-09-19,72,Fast,69.0,Lots,57,Mixed,Organised,55,Normal,49,Normal,37,Normal,Organised,47,Medium,48,Press,50,Normal,Cover
8194,2015-09-10,47,Balanced,62.0,Normal,47,Mixed,Organised,55,Normal,68,Lots,55,Normal,Organised,56,Medium,57,Press,52,Normal,Cover
8358,2010-02-22,50,Balanced,48.607361963190186,Little,30,Short,Organised,30,Safe,70,Lots,60,Normal,Organised,55,Medium,50,Press,50,Normal,Cover
8358,2011-02-22,50,Balanced,48.607361963190186,Little,47,Mixed,Organised,47,Normal,41,Normal,34,Normal,Organised,41,Medium,42,Press,50,Normal,Cover
8358,2012-02-22,52,Balanced,48.607361963190186,Little,61,Mixed,Organised,62,Normal,50,Normal,42,Normal,Organised,30,Deep,50,Press,39,Normal,Cover
8358,2013-09-20,59,Balanced,48.607361963190186,Little,38,Mixed,Organised,55,Normal,39,Normal,43,Normal,Free Form,53,Medium,62,Press,37,Normal,Cover
8358,2014-09-19,39,Balanced,58.0,Normal,48,Mixed,Organised,55,Normal,33,Little,44,Normal,Free Form,59,Medium,60,Press,39,Normal,Cover
8358,2015-09-10,59,Balanced,54.0,Normal,38,Mixed,Organised,55,Normal,44,Normal,45,Normal,Free Form,53,Medium,62,Press,29,Narrow,Cover
9891,2010-02-22,30,Slow,48.607361963190186,Little,30,Short,Organised,30,Safe,45,Normal,65,Normal,Organised,30,Deep,30,Contain,65,Normal,Offside Trap
9891,2011-02-22,70,Fast,48.607361963190186,Little,48,Mixed,Organised,46,Normal,45,Normal,65,Normal,Organised,61,Medium,67,Double,65,Normal,Offside Trap
9891,2015-09-10,63,Balanced,48.0,Normal,46,Mixed,Organised,51,Normal,50,Normal,50,Normal,Organised,55,Medium,57,Press,47,Normal,Cover
9879,2010-02-22,60,Balanced,48.607361963190186,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,40,Medium,35,Press,40,Normal,Cover
9879,2011-02-22,50,Balanced,48.607361963190186,Little,55,Mixed,Organised,45,Normal,55,Normal,40,Normal,Organised,45,Medium,35,Press,50,Normal,Cover
9879,2012-02-22,48,Balanced,48.607361963190186,Little,45,Mixed,Organised,38,Normal,62,Normal,54,Normal,Organised,38,Medium,38,Press,62,Normal,Cover
9879,2013-09-20,52,Balanced,48.607361963190186,Little,49,Mixed,Organised,49,Normal,56,Normal,59,Normal,Organised,39,Medium,39,Press,57,Normal,Cover
9879,2014-09-19,52,Balanced,34.0,Normal,56,Mixed,Organised,58,Normal,41,Normal,54,Normal,Organised,29,Deep,28,Contain,39,Normal,Cover
9879,2015-09-10,52,Balanced,34.0,Normal,48,Mixed,Organised,39,Normal,54,Normal,59,Normal,Organised,29,Deep,30,Contain,39,Normal,Cover
9987,2010-02-22,45,Balanced,48.607361963190186,Little,45,Mixed,Organised,50,Normal,35,Normal,60,Normal,Organised,70,High,65,Press,70,Wide,Cover
9987,2011-02-22,66,Balanced,48.607361963190186,Little,52,Mixed,Organised,65,Normal,66,Normal,51,Normal,Organised,48,Medium,47,Press,54,Normal,Offside Trap
9987,2012-02-22,53,Balanced,48.607361963190186,Little,55,Mixed,Organised,55,Normal,48,Normal,56,Normal,Organised,47,Medium,45,Press,55,Normal,Cover
9987,2013-09-20,58,Balanced,48.607361963190186,Little,38,Mixed,Organised,67,Risky,48,Normal,56,Normal,Organised,47,Medium,45,Press,55,Normal,Cover
9987,2014-09-19,58,Balanced,52.0,Normal,38,Mixed,Organised,67,Risky,48,Normal,56,Normal,Organised,47,Medium,45,Press,55,Normal,Cover
9987,2015-09-10,58,Balanced,52.0,Normal,38,Mixed,Organised,30,Safe,69,Lots,56,Normal,Organised,36,Medium,57,Press,70,Wide,Cover
10233,2010-02-22,70,Fast,48.607361963190186,Little,50,Mixed,Organised,70,Risky,40,Normal,65,Normal,Organised,40,Medium,65,Press,30,Narrow,Cover
10233,2011-02-22,65,Balanced,48.607361963190186,Little,35,Mixed,Organised,50,Normal,50,Normal,50,Normal,Free Form,54,Medium,65,Press,35,Normal,Cover
10233,2012-02-22,50,Balanced,48.607361963190186,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
10233,2013-09-20,64,Balanced,48.607361963190186,Little,38,Mixed,Organised,66,Normal,67,Lots,49,Normal,Organised,46,Medium,47,Press,53,Normal,Offside Trap
10233,2014-09-19,64,Balanced,52.0,Normal,68,Long,Organised,66,Normal,53,Normal,49,Normal,Organised,23,Deep,47,Press,53,Normal,Cover
10233,2015-09-10,64,Balanced,52.0,Normal,68,Long,Organised,66,Normal,45,Normal,23,Little,Organised,27,Deep,47,Press,53,Normal,Cover
9991,2010-02-22,70,Fast,48.607361963190186,Little,65,Mixed,Organised,60,Normal,50,Normal,60,Normal,Organised,45,Medium,50,Press,40,Normal,Cover
9991,2011-02-22,55,Balanced,48.607361963190186,Little,55,Mixed,Organised,54,Normal,74,Lots,56,Normal,Organised,61,Medium,39,Press,38,Normal,Cover
9991,2012-02-22,50,Balanced,48.607361963190186,Little,47,Mixed,Organised,55,Normal,66,Normal,47,Normal,Organised,48,Medium,45,Press,52,Normal,Cover
9991,2013-09-20,50,Balanced,48.607361963190186,Little,37,Mixed,Organised,28,Safe,66,Normal,34,Normal,Free Form,50,Medium,53,Press,40,Normal,Cover
9991,2014-09-19,50,Balanced,55.0,Normal,37,Mixed,Organised,28,Safe,66,Normal,34,Normal,Organised,55,Medium,59,Press,52,Normal,Cover
9991,2015-09-10,50,Balanced,55.0,Normal,37,Mixed,Organised,42,Normal,66,Normal,34,Normal,Organised,49,Medium,54,Press,52,Normal,Cover
8305,2010-02-22,30,Slow,48.607361963190186,Little,35,Mixed,Organised,35,Normal,50,Normal,70,Lots,Free Form,40,Medium,30,Contain,50,Normal,Offside Trap
8305,2011-02-22,54,Balanced,48.607361963190186,Little,45,Mixed,Organised,38,Normal,54,Normal,57,Normal,Organised,59,Medium,39,Press,66,Normal,Cover
8305,2012-02-22,25,Slow,48.607361963190186,Little,40,Mixed,Organised,58,Normal,42,Normal,52,Normal,Organised,49,Medium,45,Press,47,Normal,Cover
8305,2013-09-20,29,Slow,48.607361963190186,Little,40,Mixed,Organised,58,Normal,42,Normal,52,Normal,Organised,49,Medium,45,Press,47,Normal,Cover
8305,2014-09-19,35,Balanced,42.0,Normal,40,Mixed,Organised,58,Normal,42,Normal,52,Normal,Organised,49,Medium,45,Press,47,Normal,Cover
8305,2015-09-10,34,Balanced,41.0,Normal,38,Mixed,Organised,55,Normal,39,Normal,49,Normal,Organised,43,Medium,42,Press,49,Normal,Cover
6391,2013-09-20,61,Balanced,48.607361963190186,Little,52,Mixed,Organised,55,Normal,66,Normal,58,Normal,Organised,47,Medium,46,Press,53,Normal,Cover
6391,2015-09-10,48,Balanced,53.0,Normal,52,Mixed,Organised,55,Normal,53,Normal,55,Normal,Organised,42,Medium,46,Press,53,Normal,Cover
9764,2012-02-22,46,Balanced,48.607361963190186,Little,41,Mixed,Organised,54,Normal,52,Normal,46,Normal,Organised,39,Medium,57,Press,53,Normal,Cover
9764,2013-09-20,46,Balanced,48.607361963190186,Little,41,Mixed,Organised,54,Normal,52,Normal,46,Normal,Organised,39,Medium,57,Press,53,Normal,Cover
9764,2014-09-19,65,Balanced,67.0,Lots,41,Mixed,Organised,54,Normal,47,Normal,46,Normal,Free Form,39,Medium,40,Press,53,Normal,Cover
9764,2015-09-10,68,Fast,67.0,Lots,41,Mixed,Organised,54,Normal,47,Normal,46,Normal,Free Form,39,Medium,40,Press,53,Normal,Cover
8569,2010-02-22,30,Slow,48.607361963190186,Little,50,Mixed,Organised,45,Normal,40,Normal,70,Lots,Organised,65,Medium,70,Double,65,Normal,Cover
8569,2011-02-22,47,Balanced,48.607361963190186,Little,27,Short,Organised,45,Normal,51,Normal,54,Normal,Organised,48,Medium,60,Press,37,Normal,Cover
8569,2012-02-22,52,Balanced,48.607361963190186,Little,67,Long,Organised,52,Normal,73,Lots,50,Normal,Organised,47,Medium,45,Press,35,Normal,Cover
8569,2013-09-20,52,Balanced,48.607361963190186,Little,43,Mixed,Organised,52,Normal,37,Normal,50,Normal,Organised,47,Medium,45,Press,40,Normal,Cover
8569,2015-09-10,52,Balanced,48.0,Normal,43,Mixed,Organised,52,Normal,37,Normal,50,Normal,Organised,47,Medium,45,Press,40,Normal,Cover
6433,2014-09-19,55,Balanced,47.0,Normal,42,Mixed,Organised,37,Normal,42,Normal,53,Normal,Organised,43,Medium,47,Press,51,Normal,Cover
6433,2015-09-10,58,Balanced,38.0,Normal,64,Mixed,Organised,37,Normal,42,Normal,52,Normal,Organised,43,Medium,47,Press,51,Normal,Cover
8019,2015-09-10,41,Balanced,40.0,Normal,59,Mixed,Organised,41,Normal,44,Normal,54,Normal,Organised,52,Medium,47,Press,50,Normal,Cover
8020,2010-02-22,30,Slow,48.607361963190186,Little,50,Mixed,Organised,45,Normal,35,Normal,70,Lots,Organised,60,Medium,70,Double,55,Normal,Cover
8020,2011-02-22,46,Balanced,48.607361963190186,Little,38,Mixed,Organised,36,Normal,33,Little,53,Normal,Organised,53,Medium,54,Press,55,Normal,Cover
7878,2011-02-22,53,Balanced,48.607361963190186,Little,52,Mixed,Organised,54,Normal,59,Normal,55,Normal,Organised,54,Medium,49,Press,67,Wide,Cover
7878,2012-02-22,48,Balanced,48.607361963190186,Little,37,Mixed,Organised,72,Risky,76,Lots,52,Normal,Organised,49,Medium,45,Press,68,Wide,Cover
7878,2013-09-20,52,Balanced,48.607361963190186,Little,37,Mixed,Organised,72,Risky,76,Lots,52,Normal,Organised,49,Medium,45,Press,68,Wide,Cover
7878,2014-09-19,52,Balanced,62.0,Normal,37,Mixed,Organised,67,Risky,68,Lots,52,Normal,Organised,49,Medium,45,Press,64,Normal,Cover
7878,2015-09-10,57,Balanced,50.0,Normal,59,Mixed,Organised,61,Normal,63,Normal,51,Normal,Organised,48,Medium,45,Press,62,Normal,Cover
9956,2010-02-22,30,Slow,48.607361963190186,Little,50,Mixed,Organised,55,Normal,70,Lots,55,Normal,Organised,40,Medium,60,Press,60,Normal,Cover
9956,2011-02-22,67,Fast,48.607361963190186,Little,53,Mixed,Organised,55,Normal,66,Normal,63,Normal,Organised,43,Medium,48,Press,62,Normal,Cover
9956,2012-02-22,50,Balanced,48.607361963190186,Little,54,Mixed,Organised,52,Normal,54,Normal,46,Normal,Organised,36,Medium,43,Press,47,Normal,Cover
9956,2013-09-20,50,Balanced,48.607361963190186,Little,54,Mixed,Organised,52,Normal,54,Normal,46,Normal,Organised,36,Medium,43,Press,47,Normal,Cover
9956,2014-09-19,50,Balanced,60.0,Normal,54,Mixed,Organised,52,Normal,54,Normal,46,Normal,Organised,36,Medium,43,Press,47,Normal,Cover
9956,2015-09-10,50,Balanced,60.0,Normal,54,Mixed,Organised,52,Normal,54,Normal,46,Normal,Organised,36,Medium,43,Press,47,Normal,Cover
9855,2010-02-22,70,Fast,48.607361963190186,Little,70,Long,Organised,65,Normal,60,Normal,70,Lots,Organised,70,High,55,Press,70,Wide,Cover
9855,2011-02-22,50,Balanced,48.607361963190186,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
8357,2010-02-22,55,Balanced,48.607361963190186,Little,45,Mixed,Organised,30,Safe,70,Lots,70,Lots,Organised,40,Medium,55,Press,60,Normal,Cover
8357,2011-02-22,59,Balanced,48.607361963190186,Little,40,Mixed,Organised,56,Normal,54,Normal,48,Normal,Organised,59,Medium,46,Press,53,Normal,Cover
8357,2012-02-22,68,Fast,48.607361963190186,Little,45,Mixed,Organised,54,Normal,44,Normal,43,Normal,Organised,48,Medium,56,Press,66,Normal,Cover
8357,2013-09-20,57,Balanced,48.607361963190186,Little,53,Mixed,Organised,54,Normal,49,Normal,46,Normal,Organised,36,Medium,56,Press,33,Narrow,Cover
8357,2014-09-19,66,Balanced,60.0,Normal,38,Mixed,Organised,56,Normal,40,Normal,52,Normal,Organised,49,Medium,48,Press,62,Normal,Cover
8357,2015-09-10,54,Balanced,60.0,Normal,53,Mixed,Organised,54,Normal,49,Normal,46,Normal,Organised,48,Medium,56,Press,66,Normal,Cover
9747,2010-02-22,35,Balanced,48.607361963190186,Little,30,Short,Organised,45,Normal,55,Normal,70,Lots,Organised,30,Deep,65,Press,30,Narrow,Offside Trap
9747,2012-02-22,52,Balanced,48.607361963190186,Little,48,Mixed,Organised,53,Normal,49,Normal,48,Normal,Organised,33,Deep,43,Press,49,Normal,Cover
